buyer_name_clean,ocid,start_date,end_date,co2_pm
SUFFOLK SOURCING,ocds-0c46vo-0001-f1922a3b-1aaa-4b70-ae1d-aef4a506144a,2019-02-26,2023-07-31,1.5481906657048516
DERBY CITY COUNCIL,ocds-0c46vo-0001-b508ce71-61f4-4667-85e3-2406f425b271,2019-02-26,2021-07-31,1.3158362467511513
FCO SERVICES,ocds-0c46vo-0001-fd93cea2-894e-47ad-9520-05e99ae47992,2019-02-26,2022-05-31,0.9731299179831935
SUFFOLK SOURCING,ocds-0c46vo-0001-d4057c3b-c90e-4091-80af-165a954ccd6a,2019-02-26,2021-07-31,0.6523666155987359
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-60ab1266-321c-4028-9952-ed140b0fa2ee,2019-02-27,2021-08-31,0.18269943602620087
SCIENCE MUSEUM GROUP,ocds-0c46vo-0001-99320772-3c3c-4b65-84ba-c98593288acf,2019-03-01,2023-02-28,122.50013424657536
EAST RIDING OF YORKSHIRE COUNCIL,ocds-0c46vo-0001-05126aff-be65-43cd-aed0-8be7e3af91e5,2019-03-01,2022-02-28,5.2059882051863005
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-14b1a3d0-ca9d-4b9a-9943-45e55d6c19fc,2019-03-04,2021-08-31,1.5475856696377608
SUFFOLK SOURCING,ocds-0c46vo-0001-5fcd8e7a-cdaa-4905-b394-9d6fbe6b9b13,2019-03-04,2021-07-31,0.17423260912145455
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-d2bcd82b-68c5-4d9b-a77c-21a6df187c74,2019-03-04,2024-12-31,4.351545398215125
SUFFOLK SOURCING,ocds-0c46vo-0001-af694af2-dc3c-4abb-8e77-4f3c53609695,2019-03-04,2024-03-03,1.0914031675794085
SUFFOLK SOURCING,ocds-0c46vo-0001-5c1965a6-86b0-4e3f-a194-24dc709649ea,2019-03-06,2023-07-31,1.0675081350447762
SUFFOLK SOURCING,ocds-0c46vo-0001-9a085f9d-8391-465a-8788-dcdd4e3ce5d7,2019-03-06,2023-07-31,1.33438516880597
SUFFOLK SOURCING,ocds-0c46vo-0001-ee6d69e3-94ff-4ab9-8eaf-5fac57cc0533,2019-03-07,2021-07-31,0.7367555964561003
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-0614379d-007a-41d5-babf-2a5afb899dbf,2019-03-07,2022-07-31,0.712808752173913
FCO SERVICES,ocds-0c46vo-0001-cea012bb-3765-4189-a487-5fea1da590fd,2019-03-08,2022-05-31,0.2178145042372881
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-cb47565e-df0d-478f-868a-d6b07202621b,2019-03-13,2022-07-22,2.4427867438533006
SUFFOLK SOURCING,ocds-0c46vo-0001-0d18090a-65da-4390-ad69-d8bdb1f58048,2019-03-13,2023-07-31,0.7237185070440975
SUFFOLK SOURCING,ocds-0c46vo-0001-182604be-2ca3-4eb7-b12f-b0854f7fa9ab,2019-03-13,2023-07-31,0.7732035331667708
SUFFOLK SOURCING,ocds-0c46vo-0001-08bd9207-a898-429e-83d1-5370041e3cba,2019-03-14,2024-02-28,0.2694597323841059
SUFFOLK SOURCING,ocds-0c46vo-0001-436baf28-4b09-4c49-a8e9-9ca27f839939,2019-03-14,2022-07-31,0.40880044800000004
SUFFOLK SOURCING,ocds-0c46vo-0001-cc027077-1608-4e66-92d2-d4f5c9bc134b,2019-03-18,2022-07-31,0.3963263888383428
SUFFOLK SOURCING,ocds-0c46vo-0001-f9e7831d-33e7-40f6-aa91-c10fd1c4bcab,2019-03-18,2023-07-31,1.9185333525
SUFFOLK SOURCING,ocds-0c46vo-0001-ef61425b-f767-4a43-9298-4e3cd0028439,2019-03-18,2023-07-31,0.8919697275
SUFFOLK SOURCING,ocds-0c46vo-0001-4fc8c0a4-5717-4bad-aedb-f23ee9fa9619,2019-03-18,2022-07-19,1.3155191709495653
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-e41e06fe-7dff-4d54-a124-7e8112f3054f,2019-03-21,2022-07-22,1.5895722506086956
SUFFOLK SOURCING,ocds-0c46vo-0001-0c726fe4-265f-4d85-843c-c6bbef2e94f7,2019-03-21,2023-05-06,0.08802094848509621
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-d457f040-4841-4070-8052-f697fac08ccf,2019-03-25,2021-08-31,0.3291647427505618
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-1c0484d4-c1eb-4dd4-be9d-cfff29d7023d,2019-03-25,2021-07-31,0.9137332481490105
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-ba2dd1d8-098d-481f-b7ca-a9a014e96379,2019-03-25,2022-04-14,3.8233464838709676
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-6bf378ce-7407-4388-88c8-98020797212e,2019-03-25,2021-08-31,2.585771923607191
SUFFOLK SOURCING,ocds-0c46vo-0001-f98b8639-d3f8-4daa-afcd-58b66ac68805,2019-03-25,2022-07-31,0.47545596222352937
SUFFOLK SOURCING,ocds-0c46vo-0001-1cd16427-0570-49ee-836e-801254d62ff1,2019-03-27,2023-05-06,0.09389609756994004
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-aeebaaa3-c373-48d4-b0e9-9aa2e7fff160,2019-03-31,2024-03-30,32.57590790659584
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-cdb505ba-1c6b-48b7-8bbf-f6fce82595d9,2019-03-31,2022-03-30,3.8368675381150683
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-5e33740f-9715-4ca4-846f-475d16a348e1,2019-03-31,2022-03-30,6.773207422684931
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-2dfa7378-6225-443c-8b7a-aa332cc06f18,2019-03-31,2022-03-30,6.150556740328767
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-820770f6-17ec-4c9c-8cc2-8b86866d8f27,2019-03-31,2022-03-30,3.2366868803835613
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-03fcc175-8c5f-447b-9b09-a898ec9b2755,2019-03-31,2022-04-02,16.65375490822951
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-ebfa19f5-0f08-4312-869d-f1614ec1096b,2019-03-31,2024-03-30,1.2276447040701424
FORESTRY COMMISSION,ocds-0c46vo-0001-e52d57ec-1ca4-465f-883d-88fd2ded17db,2019-03-31,2023-03-31,8.691556410677618
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-8d667d8c-5887-49db-a018-5c0ddf5d29cf,2019-03-31,2022-04-02,23.887270339914753
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-14cc6f4f-b3ce-4797-a367-12c3fe1e2f65,2019-03-31,2023-11-11,39.08406695636242
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-294ca00b-35ff-4c60-80ed-54df23bbb25d,2019-03-31,2024-03-30,1.7128873097743702
RICHMONDSHIRE DISTRICT COUNCIL,ocds-0c46vo-0001-f513851a-cad8-4b30-9a07-241bddc23c61,2019-04-01,2023-03-31,30.06669961643836
SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ocds-0c46vo-0001-094d8b17-1130-4e01-bdc4-085c75452d3a,2019-04-01,2022-03-31,451.00049424657533
BURNLEY BOROUGH COUNCIL,ocds-0c46vo-0001-84f2861c-efcf-4319-9129-ba89c7aa4a56,2019-04-01,2023-03-31,0.6390007002739726
SUFFOLK SOURCING,ocds-0c46vo-0001-6246d3f3-94c4-409c-86f6-c59bd7252b29,2019-04-01,2023-07-31,0.44960943077522125
DARLINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-beba3172-c1a4-4982-9946-5ad08efb9856,2019-04-01,2022-03-31,0.9614901536866849
SUFFOLK SOURCING,ocds-0c46vo-0001-c5ab89a0-fc9c-4dd2-849c-8e6cf5ae4c24,2019-04-01,2024-03-02,0.7085992442702505
BARNSLEY METROPOLITAN BOROUGH COUNCIL,ocds-0c46vo-0001-c4fd6de5-59aa-45b7-9c97-94aa731773b4,2019-04-01,2022-03-31,3.958337671232876
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-f57bed8c-decb-4fa2-a798-883cc439ff13,2019-04-01,2024-03-30,11.996069946363617
BARNSLEY METROPOLITAN BOROUGH COUNCIL,ocds-0c46vo-0001-96a9e1ab-83d7-4579-9b3d-e4fbdc9bbcc2,2019-04-01,2023-03-31,1839.6904973594658
SUFFOLK SOURCING,ocds-0c46vo-0001-ce01e1e9-8033-485e-8eed-81e48468d6ea,2019-04-01,2023-07-31,1.4615681946371681
NORTH LINCOLNSHIRE COUNCIL,ocds-0c46vo-0001-4a73fca5-68af-4838-bd31-fcad1ba908fa,2019-04-01,2023-03-31,883.2093012328768
NEWCASTLE-UNDER-LYME BOROUGH COUNCIL,ocds-0c46vo-0001-ab04e3ca-ee7b-4496-aeae-2c92d1975463,2019-04-01,2023-03-31,0.5866973096219178
SUFFOLK SOURCING,ocds-0c46vo-0001-b866bf00-b57b-4f45-b46f-81fdf13f3d87,2019-04-01,2021-07-31,1.1948236685492957
LANCASTER CITY COUNCIL,ocds-0c46vo-0001-e1aabd14-5467-4620-9b7b-ec2b4795e1e8,2019-04-01,2023-03-31,422.8129633561644
LANCASHIRE COUNTY COUNCIL,ocds-0c46vo-0001-13084e44-d22d-4d6e-911f-6f6989f9dccc,2019-04-01,2022-03-31,2.361113698630137
DARLINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-bf32753c-b7db-45af-b7f1-af4a0e18a386,2019-04-01,2025-03-31,250.44147329986308
WARWICKSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-cec4222c-c25f-42ef-952a-66a58083ac58,2019-04-01,2023-04-03,45.98942169117703
SCARBOROUGH BOROUGH COUNCIL,ocds-0c46vo-0001-0baccbd3-9a10-4663-a465-87bd01a3c5b3,2019-04-01,2022-03-31,2.543336120547945
NHS DIGITAL,ocds-0c46vo-0001-17c5dc8d-31ba-4bd6-a4ee-144a4698b9bc,2019-04-02,2022-04-01,5.040005523287671
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-2ef83b6a-91d5-48f3-a2b1-b3252a2fa71d,2019-04-04,2023-04-20,5.88126355421801
SUFFOLK SOURCING,ocds-0c46vo-0001-b9a741db-3ab8-445f-82ba-227d8ea6485d,2019-04-05,2023-07-31,0.8659484141292776
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-439cbc40-3f19-4167-8158-f8c7dad27b1c,2019-04-05,2023-12-25,3.7757262612559304
DARLINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-7bff9b96-1521-43d1-b17b-797ac77e434d,2019-04-05,2023-03-24,0.5635112455652174
WARWICKSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-a6540927-8832-44d3-a6de-393a7681752d,2019-04-08,2023-04-03,109.92595964936538
SUFFOLK SOURCING,ocds-0c46vo-0001-469b5c1d-73bf-4887-b854-5d067d1bc3ce,2019-04-08,2024-04-08,0.3926900855172414
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-3d44b3a4-e7a1-4e3e-b79e-4eac9691c308,2019-04-08,2022-03-26,11.438519637843324
SUFFOLK SOURCING,ocds-0c46vo-0001-1925a480-0d9d-45a2-a694-10fa93b1599c,2019-04-09,2024-04-06,0.498225546
SUFFOLK SOURCING,ocds-0c46vo-0001-fe98595d-0c4f-4ec3-9407-872775170ff4,2019-04-10,2024-02-03,0.41565598505836365
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-7a0a430a-b16b-408a-9eea-fd46aef49170,2019-04-15,2021-08-31,0.9290919272727274
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-22118da8-f9ec-455d-9314-2143550d5c5a,2019-04-15,2021-08-31,1.4493834065454545
PEAK DISTRICT NATIONAL PARK AUTHORITY,ocds-0c46vo-0001-eeb299cd-65d0-4760-8f41-47b8d8e43bff,2019-04-17,2021-08-05,5.994259569143472
SUFFOLK SOURCING,ocds-0c46vo-0001-28e58e6d-9117-4321-827f-9fd1a35bdb83,2019-04-17,2024-03-02,0.16516134888175182
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-b1f26b4c-2b92-4578-834f-9c08978535a7,2019-04-23,2026-04-04,1.2113612565957448
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-5215f352-be6f-4ed2-84e7-c161ecddd391,2019-04-23,2024-07-31,1.114172249046729
SUFFOLK SOURCING,ocds-0c46vo-0001-da8b431c-3415-4f88-9c02-12530b819168,2019-04-23,2021-07-31,0.5263921431325301
SUFFOLK SOURCING,ocds-0c46vo-0001-f571129e-f1ca-423d-894b-6b2e57f7d818,2019-04-23,2023-07-31,1.1572238242788462
SUFFOLK SOURCING,ocds-0c46vo-0001-b3b6a9ea-efba-4ad1-bf6e-ccd99e7a1ddb,2019-04-23,2024-07-31,0.8865899513551401
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-82121b28-bcdd-48dd-a71c-e3e3989b4c63,2019-04-23,2024-07-31,2.8495046803738315
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-1d775e73-d6fc-4415-ba0a-394322f3af56,2019-04-23,2024-03-29,5.413837543676471
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-b118dc07-08d8-4f3d-bb2a-6e7397ee1979,2019-04-23,2026-07-31,1.8705304403308736
SUFFOLK SOURCING,ocds-0c46vo-0001-cf3e20f9-8d28-466a-9f74-d09f29eb2a0a,2019-04-23,2021-07-31,0.5263921431325301
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-1c1f4395-50ce-44ed-9e46-eb17c5583fda,2019-04-23,2024-03-29,6.697407429794118
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-0c32b176-cdcd-4a23-8767-ae0e6677106f,2019-04-23,2024-07-31,1.7378264112149533
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-b6549cfd-7b61-4744-8acf-64556c9671d8,2019-04-23,2024-03-29,7.6623059386588235
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-9c43ff24-3d80-4aea-9386-4ca2506e643c,2019-04-23,2021-08-31,1.869514243902439
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-a0440d41-0f60-4958-9ad5-ba7e6528bb29,2019-04-23,2023-07-31,1.139924326153846
SUFFOLK SOURCING,ocds-0c46vo-0001-93931719-2a5c-48e4-ba0e-50a88fdfa143,2019-04-23,2023-07-31,1.321218971948077
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-0f920f03-330f-4c70-80a3-e4a9f5c943d9,2019-04-23,2021-07-31,1.339289371327229
SUFFOLK SOURCING,ocds-0c46vo-0001-14514e12-acd2-43e7-9c66-bf32c3697291,2019-04-23,2023-07-31,0.9102197475
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-357da9be-e0ab-4e63-8374-652469e006f8,2019-04-23,2023-07-31,0.9563899583538462
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-cb811679-3c9c-49ba-bad1-de07d921b069,2019-04-23,2023-07-31,2.178303669230769
SUFFOLK SOURCING,ocds-0c46vo-0001-31623978-da3d-46e9-b5b5-d4dbd4d337d8,2019-04-23,2024-07-31,1.4555954425233644
SUFFOLK SOURCING,ocds-0c46vo-0001-e0af181c-256f-4ff9-83e7-8455105916f0,2019-04-23,2021-07-31,1.0133048755301206
SUFFOLK SOURCING,ocds-0c46vo-0001-7b29620b-ebfe-483c-bd1e-30717e5b3ff7,2019-04-23,2021-07-31,0.7632686075421686
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-8270a7b1-bdfa-4abd-b0ab-d7edcf2d27d4,2019-04-23,2023-07-31,2.8717044050826925
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-35d5c530-039d-4e41-9a3b-2389d780d6a6,2019-04-23,2023-04-07,3.2788907905328717
SUFFOLK SOURCING,ocds-0c46vo-0001-77e042fd-99f6-4608-ab06-a03f0e3aa602,2019-04-23,2022-07-31,1.782354986736402
SUFFOLK SOURCING,ocds-0c46vo-0001-aa5ea272-d595-4a88-95a9-662babb040fd,2019-04-23,2024-07-31,13.206220469439252
SUFFOLK SOURCING,ocds-0c46vo-0001-ae42f7a3-291c-42ca-912a-9d771d7054ec,2019-04-23,2022-07-29,0.5818895731433361
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-f79b204c-09a4-4e3c-b498-180a3e9830c7,2019-04-23,2023-07-31,1.8895555963846153
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-f8f83d98-b318-4358-b29a-143728ffe137,2019-04-23,2025-07-31,0.6708136989087735
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-21afd1b2-049f-429b-ada2-6d52d4b74488,2019-04-23,2022-07-31,0.8755428005020922
SUFFOLK SOURCING,ocds-0c46vo-0001-84f9d302-5194-45e9-adc1-2543799c4260,2019-04-23,2021-07-31,1.1843823220481928
SUFFOLK SOURCING,ocds-0c46vo-0001-ad2c0816-4d9c-4a1e-afd6-72d041c8350c,2019-04-24,2021-07-31,2.012950788600724
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-f747a60f-21e1-40aa-8561-a35d25854d19,2019-04-24,2021-07-31,2.3012284567527144
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-ff6368a8-b6cd-4764-b336-7f46eaa36abf,2019-04-24,2023-07-31,0.9247340153303399
SUFFOLK SOURCING,ocds-0c46vo-0001-eba8a048-f4bc-4f9c-9e81-9b8d1024de44,2019-04-24,2024-07-31,4.035417876916363
SUFFOLK SOURCING,ocds-0c46vo-0001-7f3df706-6c8c-4528-a435-e0ec04889b35,2019-04-24,2024-07-31,1.4033933561454546
SUFFOLK SOURCING,ocds-0c46vo-0001-9f63b248-cafa-43fe-ba89-90b26f64832a,2019-04-24,2023-07-31,0.8337355993778063
SUFFOLK SOURCING,ocds-0c46vo-0001-94535943-036e-4e74-92c5-ef5383767176,2019-04-24,2021-07-31,1.5810813466827502
SUFFOLK SOURCING,ocds-0c46vo-0001-b122c1cf-7690-42ed-8307-695a5ac8d402,2019-04-24,2022-07-31,0.3567695492713568
SUFFOLK SOURCING,ocds-0c46vo-0001-3a75bfce-abec-43ee-b83c-6e4671568dee,2019-04-24,2022-07-31,0.8192485946231155
SUFFOLK SOURCING,ocds-0c46vo-0001-f0acee86-693c-47cd-bff2-e188d0cc7f08,2019-04-24,2024-03-31,0.16677153717244592
SUFFOLK SOURCING,ocds-0c46vo-0001-5217f25a-83f7-4a89-b10f-ea6cfea87547,2019-04-24,2022-07-31,0.8131499698492463
SUFFOLK SOURCING,ocds-0c46vo-0001-9fd2773c-962f-4b27-88cb-9d47f6ad0c71,2019-04-24,2022-07-31,1.7177793113065325
SUFFOLK SOURCING,ocds-0c46vo-0001-ba0e39b3-70d1-4467-97dd-3557592e6da1,2019-04-24,2022-07-31,1.149590769874372
SUFFOLK SOURCING,ocds-0c46vo-0001-e4bbc7a6-aa96-497e-930e-7d5b4cc188ae,2019-04-24,2024-07-31,0.69350076
SUFFOLK SOURCING,ocds-0c46vo-0001-48846f4a-de85-4baa-a1f2-c13c0d9446b3,2019-04-24,2024-07-24,0.3954726049270073
SUFFOLK SOURCING,ocds-0c46vo-0001-d3c9cb02-0b59-4029-8199-4d50e23f1a07,2019-04-24,2022-07-31,1.2553002659547738
SUFFOLK SOURCING,ocds-0c46vo-0001-370819b6-15d7-4e55-9dfb-72e7ed0d7456,2019-04-24,2024-07-31,0.39321493092
SUFFOLK SOURCING,ocds-0c46vo-0001-6d3c54ae-8641-4f05-98d3-c014b62cfa3a,2019-04-26,2021-07-31,1.4501880765489723
SUFFOLK SOURCING,ocds-0c46vo-0001-2515df89-9580-4ea8-99e7-9254fce63ef2,2019-04-26,2023-05-06,0.1192218845628824
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-a05f7d76-aba4-4e1e-be74-1e2dcd6cd6fa,2019-04-28,2022-04-27,0.9403343638356163
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c96fcab2-7549-46fe-9065-4dd151965e8f,2019-04-29,2023-04-20,39.28876371728926
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-278d9068-720f-47a9-9bec-4d5f280110d2,2019-04-29,2021-08-31,3.6158519157894733
SUFFOLK SOURCING,ocds-0c46vo-0001-019dbefc-9ee3-4037-91a7-ec923bad3fb0,2019-04-29,2024-04-06,1.3044450658909092
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-90e16636-5bda-4923-9bfe-76bb3279e00a,2019-04-29,2023-07-31,30.517584795243245
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-fc6e6313-a6e2-479f-be72-2e2e68255672,2019-04-29,2023-04-20,7.3474806759917355
GATESHEAD COUNCIL,ocds-0c46vo-0001-4349a540-4add-4a7d-bb79-85548c1d8e8d,2019-05-01,2023-03-31,4.254083916083916
SUFFOLK SOURCING,ocds-0c46vo-0001-0df1bda1-45e0-43be-b7d2-893ae0bd1346,2019-05-01,2022-07-31,1.0101624381128897
EAST RIDING OF YORKSHIRE COUNCIL,ocds-0c46vo-0001-146008ec-08a1-4900-86eb-086d5c15d5f5,2019-05-01,2023-03-31,3.3846516870587413
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-a4d2ddbe-0e58-461e-b070-ebf0beff8c2b,2019-05-01,2024-03-31,2.75691161174853
BUCKINGHAMSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-161f7731-5026-4ed7-9182-19bbcbb198b6,2019-05-01,2024-04-30,28.06531918291347
SUFFOLK SOURCING,ocds-0c46vo-0001-bf3b0a6a-6907-43da-ab98-167de5914c36,2019-05-02,2023-07-31,1.0907769851837525
SUFFOLK SOURCING,ocds-0c46vo-0001-6018a763-6ec9-43c7-837b-f8efff4d9d1c,2019-05-02,2024-02-03,0.010319976787111622
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-05df6a62-5698-40d7-a7a8-3e7230236dd8,2019-05-07,2023-04-06,3.7503331658937062
SUFFOLK SOURCING,ocds-0c46vo-0001-5e94570f-e8a1-47a7-acdb-89f51aae157d,2019-05-07,2022-07-31,0.8036035478916173
SUFFOLK SOURCING,ocds-0c46vo-0001-a86c83e0-29f5-48c0-b6da-da652fe39289,2019-05-08,2023-07-31,1.32252402215534
SUFFOLK SOURCING,ocds-0c46vo-0001-c3683e9d-16a3-4fc8-bbb9-87c78ba1ecf9,2019-05-10,2022-07-31,0.18482560577419355
SUFFOLK SOURCING,ocds-0c46vo-0001-301eef8f-3231-43bc-8ef7-809bb9a7ffbe,2019-05-10,2023-07-31,0.9226077025858717
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-8f9cd9fd-f469-4581-9f64-d82fde195e6a,2019-05-13,2021-07-31,6.262671455786667
DERBY CITY COUNCIL,ocds-0c46vo-0001-c570761e-bb2a-4b40-9dba-f2179ac4b954,2019-05-20,2021-07-31,1.3025448819903362
SUFFOLK SOURCING,ocds-0c46vo-0001-5489ee63-8f7a-4631-8453-54fcc66fe3e5,2019-05-20,2022-07-31,0.9776508213969862
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-7e824d76-912f-4e83-b3b8-8a3c0255cb4e,2019-05-20,2023-07-20,4.245115328917214
SUFFOLK SOURCING,ocds-0c46vo-0001-bf677611-0e96-46bf-8e3a-e88a47d8b28e,2019-05-21,2024-03-02,0.06002135942301088
SUFFOLK SOURCING,ocds-0c46vo-0001-d4798254-7dc8-41e1-b4be-3b2bccf2ec6f,2019-05-29,2024-03-02,0.2758051326141461
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-f8fb1d5f-6219-4fe8-928a-1ab223689e2f,2019-06-01,2023-05-31,43.75004794520548
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c2a32a6c-98ab-4864-879f-eb9af0d9bf64,2019-06-01,2021-10-31,11.153886562797283
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-20e8a686-b32d-4351-baa7-59e4c7918db1,2019-06-01,2022-05-31,80.54162993136985
TEST VALLEY BOROUGH COUNCIL,ocds-0c46vo-0001-0ca36e6e-fa8a-4847-ac0e-472fb664b903,2019-06-01,2023-05-31,1.6566684821917808
CITY OF YORK COUNCIL,ocds-0c46vo-0001-0da7ede0-85c2-445a-b101-f65b5af12d01,2019-06-01,2022-05-31,3.076670038356164
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-9f4f4431-db99-4c98-82d2-9da7a7aa4753,2019-06-03,2022-07-31,1.9672857347833623
SUFFOLK SOURCING,ocds-0c46vo-0001-5fdac8d4-a822-45ca-81cc-28120cb3c04a,2019-06-03,2021-07-31,2.624755347923954
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-aacde271-8d52-4605-8869-9013fe280950,2019-06-03,2024-07-31,31.63565050789483
DERBY CITY COUNCIL,ocds-0c46vo-0001-c4b55f55-62ff-44ce-a09c-8cf3f637a97b,2019-06-03,2023-07-31,1.8611765672930876
SUFFOLK SOURCING,ocds-0c46vo-0001-3d24fcd1-6b1e-4363-a184-8f53c20df462,2019-06-03,2023-07-31,0.8242751890285714
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-75a640b0-361a-446e-a115-ccb26d555f9d,2019-06-03,2024-05-31,1.13112103125
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-66d57020-7122-4b86-8e5c-67cb3e24a18c,2019-06-03,2021-08-31,1.5493599296341463
DERBYSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-18050923-ecee-44a1-ba1e-f419d4cd48f1,2019-06-03,2023-05-31,0.5027726131687242
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-3c2207b1-344c-49d6-90a9-1e4e0d6decea,2019-06-03,2023-07-20,10.303489308724139
SUFFOLK SOURCING,ocds-0c46vo-0001-ce58b28f-3daf-4d98-b1a2-7b2ccf7a6f57,2019-06-03,2021-07-31,2.325732586768061
SUFFOLK SOURCING,ocds-0c46vo-0001-e53f6cd5-0e3a-4986-af6b-db1a99ed073d,2019-06-03,2021-07-31,2.9237781090798483
SUFFOLK SOURCING,ocds-0c46vo-0001-ab3a8359-cda9-41fb-9411-059eb9cf842f,2019-06-04,2024-04-06,0.3085165881
EAST RIDING OF YORKSHIRE COUNCIL,ocds-0c46vo-0001-537939d5-7af9-4690-8c04-fa8284a8026c,2019-06-04,2023-03-31,12.299589648997134
SUFFOLK SOURCING,ocds-0c46vo-0001-66b11718-00c5-4415-90bc-578e47f3b895,2019-06-05,2021-07-31,1.3297026719463279
SUFFOLK SOURCING,ocds-0c46vo-0001-c090d80f-4dd2-4ae7-9cb3-ebf5c67ed5d2,2019-06-06,2023-06-03,0.4366706568691358
SUFFOLK SOURCING,ocds-0c46vo-0001-ceb3d26f-14a2-4ffe-9fcd-1fe2646c39e2,2019-06-06,2024-03-02,0.1822893389948007
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-610ae513-5e14-49f6-b444-8f59354cf1ff,2019-06-07,2021-08-31,4.540139779411764
